Title,Company,Location,Type,Level,YearsExp,Country,Skills
.Net Technical Lead,LINK Development,Maadi,Full Time,Manager,6-10 Yrs of Exp,Cairo,"Information Technology (IT), Computer Science, ASP.NET, C#, Computer Engineering, SQL, Software, MVC, Angular, OOP, SharePoint"
Senior Account Manager,Forte Cloud,New Cairo,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Males Preferred, AWS, Cloud, Account Management, Business Development, Computer Science, English, Information Technology(IT)"
Cloud Support Engineer,Forte Cloud,New Cairo,Full Time,Experienced,3-7 Yrs of Exp,Cairo,"Males Preferred, Information Technology (IT), Cloud, Computer Engineering, Computer Science, AWS, Linux, Software, Python"
Social Media Specialist,EstateVille,Cairo,Full Time,Entry Level,1+ Yrs of Exp,Egypt,"E-marketing, Online Marketing, Digital Media, Writing, Editing, Communications, Web Design, Marketing/PR/Advertising"
Quality Control Inspector - Wood & Metal,Hanimex,Obour City,Full Time,Experienced,3-5 Yrs of Exp,Cairo,"Quality Control, Furniture, Audit, Production, Quality Assurance, QA, Wood Inspection, Metal Inspection, Manufacturing/Production, Quality"
Accountant - KSA,Elite,Riyadh,Full Time,Experienced,3+ Yrs of Exp,Saudi Arabia,"restaurants, Cost, Finance, Financial Analysis, Financial Management, Accounting/Finance"
Senior Account Manager,Bypa-ss,Cairo,Full Time,Experienced,2-4 Yrs of Exp,Egypt,"business development, Negotiation, Sales Skills, Customer Service, English, Sales Performance, Arabic, Communications"
Fleet Section Head,Confidential,Sheikh Zayed,Full Time,Manager,6-10 Yrs of Exp,Giza,"Logistics, Food Industry, Installation/Maintenance/Repair, Logistics/Supply Chain, Operations/Management"
Medical Sales Representative,Medical Empire,Nasr City,Full Time,Entry Level,1-4 Yrs of Exp,Cairo,"Medical Equipments, Healthcare, Science, Sales Skills, Sales Target, Customer Service, Veterinary, English, R&D/Science"
Technical Support Engineer - Medical Software,Paxerahealth Corp,Sheraton,Full Time,Shift Based,1-3 Yrs of Exp,Cairo,"3 Vacancies, CCNA, MCSE, Customer Service, Customer Care, Technical Support, Computer Networking, Biomedical, Computer Science"
Construction Manager,Asass,New Cairo,Full Time,Manager,8-10 Yrs of Exp,Cairo,"Project Management, Civil Engineering, Microsoft Office, Projects, Commercial, Residential, Skills, Project/Program Management"
Tax Accountant,F&M Advisors,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Finance, Financial Analysis, Audit, English, Tax Accounting, Accounting/Finance"
Android Developer / Alexandria,Confidential,Smouha,Full Time,Experienced,2+ Yrs of Exp,Alexandria,"TFS, Git, Software Development, Android, IT/Software Development, Engineering - Telecom/Technology"
Administrative Officer,Ataa charity association,Damanhour,Full Time,Experienced,2+ Yrs of Exp,Beheira,"Microsoft Office, Office Management, Communication, Typing, Receptionist, Administration"
Inbound Tourism Manager,Destino Tours,Cairo,Full Time,Manager,3+ Yrs of Exp,Egypt,"Amadeus, Computer Skills, Contract Managing, Operations/Management, Tourism/Travel"
Logistics Coordinator,SF Egypt,Ameria,Full Time,Experienced,3-5 Yrs of Exp,Alexandria,"Logistics, Supply Chain, Production, English, Mechanical Engineering, Computer Skills, Microsoft Office, Microsoft Excel"
Admin Coordinator - Sharqia,Orientals for Urban Development,10th of Ramadan City,Full Time,Entry Level,0-3 Yrs of Exp,Sharqia,"Administration, Communication Skills, Microsoft Office, Computer Skills, English, Ms Office, Administration"
Front End Developer (React),iHorizons,Maadi,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Computer Science, Software Development, Redux, React Native, SASS, LESS, CSS, Bootstrap, Reactjs, React Hooks, Typescript"
Cost Control Coordinator,Alicoegypt,Heliopolis,Full Time,Entry Level,0-1 Yrs of Exp,Cairo,"Cost Control, Civil Engineering, Primavera, Engineering - Construction/Civil/Architecture, Project/Program Management"
Senior Dot Net Developer,Orient Egypt,Dokki,Full Time,Experienced,5+ Yrs of Exp,Giza,"ASP.NET, C#, javaScript, MVC, Entity Framework, Programming, Computer Science, jQuery, Information Technology (IT), SOAP, SQL"
Business Development Manager - Fresh Agricultural...,Confidential,Cairo,Full Time,Manager,10-20 Yrs of Exp,Egypt,"Marketing, Business Administration, Negotiations, Sales Skills, Agriculture, Business Development, Sales/Retail"
FMCG Sales Representative,Al Tawoos,Abu Rawash,Full Time,Part Time,5+ Yrs of Exp,Giza,"5+ Yrs of Exp, 2 Vacancies, FMCG, Key Accounts, Sales Skills, Sales Target, Consumer Industry, Sales/Retail"
Outdoor Sales Representative,Confidential,Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Egypt,"Outdoor Sales, Sales Target, Sales/Retail"
Admin & Call Dispatcher,Qsource,New Cairo,Full Time,Entry Level,1+ Yrs of Exp,Cairo,"Customer Support, Call Dispatcher, Admin, Administration, Customer Service/Support"
General Accountant - Alexandria,OVEQ,Glim,Full Time,Experienced,2+ Yrs of Exp,Alexandria,"Finance, Financial Analysis, Financial Management, Commerce, Microsoft Office, English, Computer Skills, Financial Transactions"
IT Technical Support Specialist,Confidential,Maadi,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Customer Care, Customer Support, Computer Science, Information Technology (IT), IT Technical Support, Software Engineering"
