Title,Company,Location,Type,Level,YearsExp,Country,Skills
Furniture and Product Designer,Metal & Steel Innovation,New Cairo,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Rhinoceros, Autocad, Developing Design, Steel, 3ds Max, Adobe Illustrator, Adobe Indesign, Sketching, Interior Design, Applied Arts"
Chief Financial Officer,Confidential,Giza,Full Time,Manager,15-20 Yrs of Exp,Egypt,"Finance, Financial Management, Financial Analysis, Manufacturing, Food and Beverage, Accounting/Finance"
Sales Analyst,Confidential,Bourj Alarab,Full Time,Experienced,4-5 Yrs of Exp,Alexandria,"SAP, English, Commerce, Sales Analysis, Sales Reports, Analyst/Research, Sales/Retail"
Senior Accountant,Aleqaria,Mohandessin,Full Time,Experienced,8-12 Yrs of Exp,Giza,"MS Office, Bookkeeping, Financial Analysis, Computer Skills, Financial Management, Accounting Software, Accounting/Finance"
Full Stack Developer (Go / JavaScript),360Imaging,Dokki,Full Time,Experienced,2+ Yrs of Exp,Giza,"GO, Node.JS, AWS, Azure, REST, NoSQL, Software Development, Information Technology (IT), Software Engineering, JSON, javaScript"
Patients Accounting Manager,Cleopatra Hospitals Group,Mohandessin,Full Time,Manager,7-9 Yrs of Exp,Giza,"Financial Management, Patient Accounting Management, Commerce, Financial Analysis, MS Excel, Medical, Healthcare, Accounting/Finance"
HR Manager,INMA Construction,New Cairo,Full Time,Manager,5+ Yrs of Exp,Cairo,"Talent Acquisition, Human Resources (HR), Recruitment, Personnel, HR, Construction, HR Diploma, HR Operations, Human Resources"
Business Development Manager,Confidential,6th of October,Full Time,Manager,5+ Yrs of Exp,Giza,"Software, Sales Skills, Sales Target, Marketing, Management, CRM, Computer Science, Planning, Business Development"
Safety Engineer - Giza,Confidential,6th of October,Full Time,Experienced,7-10 Yrs of Exp,Giza,"Quality, Safety Program, OSHA, NEBOSH, HSE, Quality, Engineering - Other"
Chief Accountant,Misr Elhegaz Group,Heliopolis,Full Time,Experienced,5-10 Yrs of Exp,Cairo,"Finance, Accounting, Financial Management, Financial Analysis, Communication Skills, Commerce, Accounting/Finance"
Content Creator,EMIRATES BARQ,Aswan,Full Time,Entry Level,1-5 Yrs of Exp,Egypt,"Generate ideas, make suggestions, Marketing, Social Media, Writing, Writing/Editorial, Marketing/PR/Advertising"
MRP Planner,Alumil,Heliopolis,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Planning, MRP, Logistics, Shipments, Logistics/Supply Chain"
Clinical Sales Representative,CMR Egypt,Maadi,Full Time,Experienced,2-5 Yrs of Exp,Cairo,"Sales Skills, Science, English, Medical Devices, Sales Target, Medical Sales, Robotic Surgery, Health Care Sales, Medical/Healthcare"
Senior Office Admin,iVein Clinic,New Cairo,Full Time,Shift Based,3-5 Yrs of Exp,Cairo,"Females Only, Communication Skills, Administration, Microsoft Office, Office Management, Secretary, Front Office, MS Office"
