Title,Company,Location,Type,Level,YearsExp,Country,Skills
Senior Account Manager,MWG,Nasr City,Full Time,Experienced,5+ Yrs of Exp,Cairo,"Sales Skills, Customer Service, Customer Support, Sales Target, Account Management, Customer Service/Support"
Technical Support Engineer,Confidential,Cairo,Full Time,Shift Based,4-6 Yrs of Exp,Egypt,"Linux, Technical Support, CCNA, Information Technology (IT), Computer Science, Networking, Engineering, SS7, GSM, Troubleshoot"
English Reviewer / English Copy Editor,Aqarmap.com,Nasr City,Full Time,Experienced,3+ Yrs of Exp,Cairo,"Social Media, Online Marketing, SEO, E-marketing, Google Analytics, Adobe Photoshop, Digital Marketing, Facebook Ads, Dynamic Ads"
Marketing Manager - Real Estate,Confidential,New Cairo,Full Time,Manager,8-12 Yrs of Exp,Cairo,"Real Estate Marketing, Marketing Campaigns, Social Media, Digital Marketing, Advertising, PR, Marketing/PR/Advertising"
Senior Sales Engineer,Pace engineering solutions,Maadi,Full Time,Experienced,4-6 Yrs of Exp,Cairo,"Sales Target, Customer Relationship, Mechanical Engineering, Electrical Engineering, Earthing, Lightning Systems, Sales/Retail"
Accountant,Confidential,Heliopolis,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"English, Office, Finance, Financial Analysis, Financial Management, Accounting/Finance"
Senior Graphic Designer,Artapart,Maadi,Full Time,Experienced,2-3 Yrs of Exp,Cairo,"Graphic Designer, Marketing, Adobe Illustrator, Adobe Photoshop, Advertising, English, Publishing, Creative/Design/Art"
Banking Customer Care Agent,Raya Contact Center,6th of October,Full Time,Shift Based,0-1 Yrs of Exp,Giza,"300 Vacancies, Males Only, Call Center, Customer Support, Customer Service, Customer Care, Banking, Communication Skills, English"
Business Excellence Manager,e-finance,6th of October,Full Time,Manager,10-12 Yrs of Exp,Giza,"Sales, Communication Skills, Microsoft Excel, Microsoft Office, Business Development, Management, Six Sigma, Accounting/Finance"
Back-End (PHP) Developer - Alexandria,Caduceus Lane,Alexandria,Full Time,Experienced,3+ Yrs of Exp,Egypt,"HTML, Information Technology (IT), Software Development, MySQL, PHP, Computer Science, Back-End, javaScript, CSS, Laravel"
Medical Regulatory Affairs Specialist - (Outdoor),Confidential,Heliopolis,Full Time,Experienced,2+ Yrs of Exp,Cairo,"Pharmaceutical, Medical, Pharmacy, English, CAPA, MOH Regulatory Affairs, Medical/Healthcare, Pharmaceutical"
Grant Application Writing Consultant,Abt Associates,Dokki,Freelance / Project,Experienced,5+ Yrs of Exp,Giza,"Grants Application, Training, Strategy, Consulting, Business Development, Grassroots, Writing/Editorial, Strategy/Consulting"
Receptionist,Softex,New Cairo,Full Time,Entry Level,1-2 Yrs of Exp,Cairo,"Administration, Front Desk, Office Management, Front Office, English, Administration"
PHP Developer - intern,Magdsoft,Nasr City,Internship,Student,0-1 Yrs of Exp,Cairo,"PHP, Laravel, CSS3, HTML5, MySQL, javaScript, OOP, Information Technology (IT), Web Development, Software Development, Git, Agile"
Senior Software Automation Tester - Cairo,Naqla,Cairo,Full Time,Experienced,5+ Yrs of Exp,Egypt,"Computer Science, Software Development, Software Engineering, Software Testing, Quality Assurance, Quality Control, Jiva"
Senior Backend Developer,Premier Services and Recruitment,Heliopolis,Full Time,Experienced,3+ Yrs of Exp,Cairo,"PHP, Backend Developer, Information Technology (IT), Computer Science, Software Development, Software Engineering, MySQL, Git, OOP"
Sales Representative - Giza,Majestic Pharmaceuticals,Giza,Full Time,Experienced,4+ Yrs of Exp,Giza,"Sales Skills, Sales Target, Pharmaceutical, Communication Skills, Microsoft Office, Computer Skills, Medical, Pharmacy, Sales/Retail"
Customer Service Representative - UK Account,Raya Contact Center,6th of October,Full Time,Shift Based,0-1 Yrs of Exp,Giza,"100 Vacancies, Customer Service, Customer Care, Customer Support, Call Center, Telecommunication, English, Customer Service/Support"
Sales Accountant - Gharbia,EGIC,Gharbia,Full Time,Entry Level,0-3 Yrs of Exp,Egypt,"Finance, Sales Accounting, Commerce, Budget, Reporting, Accounting/Finance"
Network Engineer,Eva Pharma,Haram,Full Time,Entry Level,0-3 Yrs of Exp,Giza,"Computer Science, Networking, Information Technology (IT), Engineering, English, Implementation, IS, IT/Software Development"
Recruitment Specialist,E3mel Business for Financial & Managerial Consultancy,Maadi,Full Time,Entry Level,1-3 Yrs of Exp,Cairo,"Recruitment, Hiring, Communication, English, Microsoft Office, Personnel, Human Resources"
Inbound Manager,The Travel Connection Tours,Giza,Full Time,Manager,8-15 Yrs of Exp,Egypt,"Outgoing Tourism, Computer Skills, English, Management, Travel, Amadeus, Operations/Management, Tourism/Travel"
